,Store_ID,Month,Dept,IsHoliday,Weekly_Sales,CPI,Unemployment
16348,2,9,97,0,38916.67,216.0282356,7.852
16350,2,9,90,0,93148.32,216.0282356,7.852
16352,2,9,3,0,12265.92,216.0282356,7.852
16353,2,9,1,0,24204.22,216.0282356,7.852
16354,2,9,81,0,27370.3,216.3620333,7.852
16355,2,9,74,0,12612.04,216.3620333,7.852
16356,2,9,9,0,38826.78,216.3620333,7.852
16357,2,9,25,0,11004.32,216.3620333,7.852
16359,2,9,16,0,10694.72,216.3620333,7.852
16363,2,9,23,0,19305.23,216.3620333,7.852
16364,2,9,38,0,76486.29,216.3620333,7.852
16366,2,9,79,0,29357.01,216.3620333,7.852
16367,2,9,2,0,61698.6,216.3620333,7.852
16369,2,9,34,0,11535.61,216.3620333,7.852
16374,2,9,11,0,15491.04,216.3620333,7.852
16375,2,9,97,0,36792.87,216.3620333,7.852
16377,2,9,49,0,14318.54,216.3620333,7.852
16378,2,9,7,0,23724.17,216.3620333,7.852
16380,2,9,17,0,12234.4,216.3620333,7.852
16385,2,9,46,0,26401.15,216.3620333,7.852
16387,2,9,90,0,91669.76,216.3620333,7.852
16388,2,9,3,0,12315.2,216.3620333,7.852
16389,2,9,13,0,42217.5,216.3620333,7.852
16390,2,9,92,0,148682.36,216.3620333,7.852
16393,2,9,87,0,23292.29,216.3620333,7.852
16397,2,9,5,0,23170.82,216.3620333,7.852
16398,2,9,98,0,12562.13,216.3620333,7.852
16402,2,9,4,0,42514.19,216.3620333,7.852
16403,2,9,96,0,30570.75,216.3620333,7.852
16404,2,9,93,0,59126.11,216.3620333,7.852
16405,2,9,72,0,50395.12,216.3620333,7.852
16406,2,9,80,0,24367.26,216.3620333,7.852
16407,2,9,91,0,72338.21,216.3620333,7.852
16408,2,9,14,0,15396.74,216.3620333,7.852
16409,2,9,22,0,11146.51,216.3620333,7.852
16410,2,9,40,0,74442.16,216.3620333,7.852
16413,2,9,82,0,19305.59,216.3620333,7.852
16415,2,9,95,0,135333.7,216.3620333,7.852
16418,2,9,8,0,56021.27,216.3620333,7.852
16419,2,9,1,0,24949.42,216.3620333,7.852
16420,2,9,94,0,61435.09,216.3620333,7.852
16422,2,9,58,0,18215.0,216.3620333,7.852
16424,2,9,10,0,34904.05,216.3620333,7.852
16425,2,10,98,0,13567.64,216.6958311,7.441
16427,2,10,97,0,43650.67,216.6958311,7.441
16428,2,10,25,0,13048.5,216.6958311,7.441
16430,2,10,38,0,86066.09,216.6958311,7.441
16431,2,10,81,0,29750.22,216.6958311,7.441
16433,2,10,23,0,21637.38,216.6958311,7.441
16436,2,10,16,0,11698.05,216.6958311,7.441
16437,2,10,94,0,67274.49,216.6958311,7.441
16439,2,10,32,0,10200.7,216.6958311,7.441
16440,2,10,74,0,14933.42,216.6958311,7.441
16441,2,10,5,0,29890.6,216.6958311,7.441
16442,2,10,10,0,39906.42,216.6958311,7.441
16443,2,10,92,0,176375.65,216.6958311,7.441
16444,2,10,11,0,18247.4,216.6958311,7.441
16447,2,10,79,0,37025.07,216.6958311,7.441
16448,2,10,49,0,12803.95,216.6958311,7.441
16451,2,10,93,0,75167.1,216.6958311,7.441
16452,2,10,2,0,64978.04,216.6958311,7.441
16453,2,10,46,0,27998.56,216.6958311,7.441
16455,2,10,90,0,102442.77,216.6958311,7.441
16457,2,10,13,0,46943.82,216.6958311,7.441
16458,2,10,7,0,25582.86,216.6958311,7.441
16459,2,10,34,0,13147.45,216.6958311,7.441
16460,2,10,82,0,20754.09,216.6958311,7.441
16464,2,10,67,0,10059.48,216.6958311,7.441
16467,2,10,14,0,16962.2,216.6958311,7.441
16468,2,10,22,0,13124.1,216.6958311,7.441
16469,2,10,40,0,79177.89,216.6958311,7.441
16473,2,10,4,0,45904.51,216.6958311,7.441
16475,2,10,91,0,85825.49,216.6958311,7.441
16476,2,10,17,0,11816.99,216.6958311,7.441
16479,2,10,80,0,26392.07,216.6958311,7.441
16480,2,10,8,0,56024.76,216.6958311,7.441
16482,2,10,95,0,148486.25,216.6958311,7.441
16484,2,10,9,0,33227.59,216.6958311,7.441
16485,2,10,96,0,30419.25,216.6958311,7.441
16489,2,10,87,0,24201.86,216.6958311,7.441
16490,2,10,72,0,55872.54,216.6958311,7.441
16492,2,10,3,0,13716.81,216.6958311,7.441
16493,2,10,58,0,16825.0,216.6958311,7.441
16495,2,10,1,0,28071.56,216.6958311,7.441
16497,2,10,97,0,40233.05,217.0048261,7.441
16500,2,10,23,0,19174.31,217.0048261,7.441
16501,2,10,80,0,23399.35,217.0048261,7.441
16502,2,10,49,0,15821.69,217.0048261,7.441
16504,2,10,74,0,15356.05,217.0048261,7.441
16507,2,10,14,0,17825.09,217.0048261,7.441
16508,2,10,67,0,10025.48,217.0048261,7.441
16510,2,10,98,0,13284.19,217.0048261,7.441
16512,2,10,34,0,12424.44,217.0048261,7.441
16518,2,10,81,0,28381.76,217.0048261,7.441
16519,2,10,11,0,15550.16,217.0048261,7.441
16521,2,10,46,0,25369.96,217.0048261,7.441
16522,2,10,90,0,97912.18,217.0048261,7.441
16523,2,10,10,0,37500.42,217.0048261,7.441
16525,2,10,13,0,43462.12,217.0048261,7.441
16527,2,10,7,0,27161.4,217.0048261,7.441
16529,2,10,91,0,81089.05,217.0048261,7.441
16530,2,10,92,0,164033.78,217.0048261,7.441
16531,2,10,25,0,12163.39,217.0048261,7.441
16532,2,10,1,0,29264.62,217.0048261,7.441
16534,2,10,5,0,25263.69,217.0048261,7.441
16537,2,10,8,0,52291.79,217.0048261,7.441
16538,2,10,79,0,30514.52,217.0048261,7.441
16539,2,10,93,0,69198.2,217.0048261,7.441
16540,2,10,2,0,62476.91,217.0048261,7.441
16542,2,10,4,0,41842.76,217.0048261,7.441
16543,2,10,87,0,20161.96,217.0048261,7.441
16544,2,10,18,0,11484.48,217.0048261,7.441
16545,2,10,95,0,141333.41,217.0048261,7.441
16546,2,10,3,0,12920.6,217.0048261,7.441
16549,2,10,9,0,30544.39,217.0048261,7.441
16552,2,10,96,0,31038.1,217.0048261,7.441
16553,2,10,82,0,21217.69,217.0048261,7.441
16554,2,10,40,0,70716.88,217.0048261,7.441
16555,2,10,17,0,12107.11,217.0048261,7.441
16560,2,10,38,0,96658.98,217.0048261,7.441
16561,2,10,94,0,62264.03,217.0048261,7.441
16562,2,10,58,0,19817.5,217.0048261,7.441
16566,2,10,72,0,54137.0,217.0048261,7.441
16567,2,10,80,0,26100.98,217.1650042,7.441
16568,2,10,98,0,13293.83,217.1650042,7.441
16569,2,10,49,0,13481.95,217.1650042,7.441
16571,2,10,34,0,14857.27,217.1650042,7.441
16572,2,10,23,0,26431.24,217.1650042,7.441
16575,2,10,90,0,96819.66,217.1650042,7.441
16576,2,10,46,0,26400.4,217.1650042,7.441
16577,2,10,97,0,41129.59,217.1650042,7.441
16580,2,10,13,0,42628.03,217.1650042,7.441
16581,2,10,4,0,41549.8,217.1650042,7.441
16583,2,10,7,0,49488.55,217.1650042,7.441
16584,2,10,74,0,14322.44,217.1650042,7.441
16585,2,10,25,0,14971.53,217.1650042,7.441
16587,2,10,5,0,37684.18,217.1650042,7.441
16588,2,10,40,0,70862.73,217.1650042,7.441
16589,2,10,3,0,11464.09,217.1650042,7.441
16593,2,10,94,0,65152.25,217.1650042,7.441
16594,2,10,79,0,30246.24,217.1650042,7.441
16596,2,10,2,0,60669.07,217.1650042,7.441
16597,2,10,91,0,74394.33,217.1650042,7.441
16600,2,10,38,0,76417.88,217.1650042,7.441
16601,2,10,81,0,27723.18,217.1650042,7.441
16604,2,10,10,0,35300.77,217.1650042,7.441
16607,2,10,9,0,29311.69,217.1650042,7.441
16609,2,10,96,0,29412.01,217.1650042,7.441
16611,2,10,87,0,23045.15,217.1650042,7.441
16612,2,10,18,0,15682.44,217.1650042,7.441
16614,2,10,1,0,33205.32,217.1650042,7.441
16618,2,10,14,0,18247.67,217.1650042,7.441
16619,2,10,11,0,19013.86,217.1650042,7.441
16621,2,10,93,0,65348.7,217.1650042,7.441
16623,2,10,58,0,22970.0,217.1650042,7.441
16626,2,10,17,0,11660.57,217.1650042,7.441
16627,2,10,95,0,137866.17,217.1650042,7.441
16628,2,10,92,0,163289.88,217.1650042,7.441
16630,2,10,22,0,12870.24,217.1650042,7.441
16632,2,10,8,0,55898.8,217.1650042,7.441
16634,2,10,72,0,91916.15,217.1650042,7.441
16635,2,10,82,0,20835.8,217.1650042,7.441
16636,2,10,26,0,12354.02,217.1650042,7.441
16637,2,10,55,0,12219.63,217.1650042,7.441
16640,2,10,2,0,59276.11,217.3251824,7.441
16641,2,10,34,0,13999.81,217.3251824,7.441
16643,2,10,5,0,33234.62,217.3251824,7.441
16644,2,10,13,0,43146.42,217.3251824,7.441
16646,2,10,23,0,26066.91,217.3251824,7.441
16647,2,10,94,0,65277.11,217.3251824,7.441
16649,2,10,98,0,14610.53,217.3251824,7.441
16652,2,10,79,0,26168.26,217.3251824,7.441
16654,2,10,4,0,41105.97,217.3251824,7.441
16657,2,10,3,0,10871.46,217.3251824,7.441
16658,2,10,46,0,25225.14,217.3251824,7.441
16660,2,10,80,0,24242.31,217.3251824,7.441
16661,2,10,49,0,13268.4,217.3251824,7.441
16663,2,10,32,0,10120.16,217.3251824,7.441
16664,2,10,7,0,41236.08,217.3251824,7.441
16665,2,10,91,0,73723.02,217.3251824,7.441
16666,2,10,25,0,15000.03,217.3251824,7.441
16667,2,10,58,0,19319.0,217.3251824,7.441
16669,2,10,40,0,69317.13,217.3251824,7.441
16671,2,10,22,0,11155.15,217.3251824,7.441
16673,2,10,11,0,18158.84,217.3251824,7.441
16679,2,10,82,0,21665.45,217.3251824,7.441
16680,2,10,92,0,158040.78,217.3251824,7.441
16682,2,10,81,0,27167.49,217.3251824,7.441
16683,2,10,90,0,94482.7,217.3251824,7.441
16686,2,10,97,0,38472.76,217.3251824,7.441
16689,2,10,96,0,30913.14,217.3251824,7.441
16690,2,10,9,0,26141.26,217.3251824,7.441
16691,2,10,10,0,30883.52,217.3251824,7.441
16692,2,10,38,0,77566.94,217.3251824,7.441
16693,2,10,26,0,11103.1,217.3251824,7.441
16694,2,10,74,0,14520.84,217.3251824,7.441
16695,2,10,87,0,19531.41,217.3251824,7.441
16696,2,10,18,0,26898.37,217.3251824,7.441
16698,2,10,95,0,128987.1,217.3251824,7.441
16699,2,10,55,0,13099.43,217.3251824,7.441
16700,2,10,8,0,53561.04,217.3251824,7.441
16701,2,10,14,0,18521.6,217.3251824,7.441
16702,2,10,93,0,60839.12,217.3251824,7.441
16705,2,10,1,0,43490.95,217.3251824,7.441
16707,2,10,17,0,11827.4,217.3251824,7.441
16708,2,10,72,0,79821.63,217.3251824,7.441
16710,2,11,79,0,34195.21,217.4853605,7.441
16711,2,11,11,0,25748.38,217.4853605,7.441
16712,2,11,40,0,77150.3,217.4853605,7.441
16713,2,11,4,0,45378.96,217.4853605,7.441
16716,2,11,98,0,13658.46,217.4853605,7.441
16719,2,11,22,0,13929.14,217.4853605,7.441
16722,2,11,94,0,62950.62,217.4853605,7.441
16724,2,11,49,0,12255.39,217.4853605,7.441
16725,2,11,90,0,97130.54,217.4853605,7.441
16726,2,11,13,0,46195.06,217.4853605,7.441
16727,2,11,1,0,55729.13,217.4853605,7.441
16728,2,11,58,0,22770.0,217.4853605,7.441
16729,2,11,80,0,25057.56,217.4853605,7.441
16732,2,11,91,0,75717.24,217.4853605,7.441
16734,2,11,96,0,30775.33,217.4853605,7.441
16736,2,11,26,0,13758.8,217.4853605,7.441
16737,2,11,5,0,37783.35,217.4853605,7.441
16738,2,11,25,0,14819.58,217.4853605,7.441
16739,2,11,23,0,31250.27,217.4853605,7.441
16741,2,11,38,0,88565.91,217.4853605,7.441
16743,2,11,14,0,19940.83,217.4853605,7.441
16744,2,11,9,0,36669.26,217.4853605,7.441
16745,2,11,7,0,52930.19,217.4853605,7.441
16748,2,11,18,0,25749.47,217.4853605,7.441
16749,2,11,55,0,14565.77,217.4853605,7.441
16750,2,11,81,0,28105.66,217.4853605,7.441
16751,2,11,3,0,11071.88,217.4853605,7.441
16753,2,11,95,0,131575.1,217.4853605,7.441
16754,2,11,97,0,38606.99,217.4853605,7.441
16755,2,11,46,0,27663.11,217.4853605,7.441
16756,2,11,87,0,27870.86,217.4853605,7.441
16757,2,11,93,0,68492.8,217.4853605,7.441
16761,2,11,34,0,16993.52,217.4853605,7.441
16762,2,11,82,0,22027.66,217.4853605,7.441
16764,2,11,10,0,36939.95,217.4853605,7.441
16765,2,11,8,0,60676.06,217.4853605,7.441
16770,2,11,92,0,173785.31,217.4853605,7.441
16771,2,11,17,0,13369.39,217.4853605,7.441
16772,2,11,67,0,10095.2,217.4853605,7.441
16773,2,11,72,0,104580.51,217.4853605,7.441
16774,2,11,2,0,65483.49,217.4853605,7.441
16778,2,11,74,0,16337.82,217.4853605,7.441
16781,2,11,21,0,10535.35,217.6455387,7.441
16782,2,11,4,0,44380.53,217.6455387,7.441
16784,2,11,11,0,19154.44,217.6455387,7.441
16785,2,11,40,0,77075.94,217.6455387,7.441
16788,2,11,93,0,80934.29,217.6455387,7.441
16790,2,11,58,0,22532.0,217.6455387,7.441
16791,2,11,90,0,103857.48,217.6455387,7.441
16792,2,11,5,0,42089.25,217.6455387,7.441
16793,2,11,81,0,29833.49,217.6455387,7.441
16798,2,11,25,0,13738.08,217.6455387,7.441
16800,2,11,22,0,13515.47,217.6455387,7.441
16802,2,11,9,0,30855.18,217.6455387,7.441
16804,2,11,7,0,50781.91,217.6455387,7.441
16806,2,11,8,0,56815.87,217.6455387,7.441
16807,2,11,3,0,11931.19,217.6455387,7.441
16808,2,11,55,0,23435.19,217.6455387,7.441
16809,2,11,26,0,11442.32,217.6455387,7.441
16810,2,11,46,0,27531.7,217.6455387,7.441
16811,2,11,14,0,22006.37,217.6455387,7.441
16814,2,11,91,0,82859.38,217.6455387,7.441
16816,2,11,94,0,63854.77,217.6455387,7.441
16817,2,11,74,0,13717.34,217.6455387,7.441
16820,2,11,34,0,17120.83,217.6455387,7.441
16821,2,11,23,0,30482.45,217.6455387,7.441
16822,2,11,38,0,84624.25,217.6455387,7.441
16823,2,11,10,0,37635.99,217.6455387,7.441
16824,2,11,80,0,25392.38,217.6455387,7.441
16829,2,11,92,0,190979.69,217.6455387,7.441
16830,2,11,18,0,14970.51,217.6455387,7.441
16832,2,11,72,0,85773.69,217.6455387,7.441
16833,2,11,2,0,61463.38,217.6455387,7.441
16834,2,11,1,0,23151.55,217.6455387,7.441
16835,2,11,95,0,134149.11,217.6455387,7.441
16836,2,11,87,0,26710.7,217.6455387,7.441
16838,2,11,67,0,10043.42,217.6455387,7.441
16839,2,11,97,0,43037.15,217.6455387,7.441
16842,2,11,79,0,32892.59,217.6455387,7.441
16843,2,11,98,0,13378.11,217.6455387,7.441
16845,2,11,13,0,43893.56,217.6455387,7.441
16847,2,11,17,0,13599.24,217.6455387,7.441
16848,2,11,82,0,25246.76,217.6455387,7.441
16849,2,11,96,0,29241.21,217.6455387,7.441
16853,2,11,40,0,73268.69,217.8670218,7.441
16855,2,11,5,0,33040.97,217.8670218,7.441
16856,2,11,90,0,110275.79,217.8670218,7.441
16857,2,11,55,0,16173.32,217.8670218,7.441
16858,2,11,25,0,12840.99,217.8670218,7.441
16861,2,11,58,0,36095.0,217.8670218,7.441
16862,2,11,11,0,19946.27,217.8670218,7.441
16864,2,11,8,0,53574.12,217.8670218,7.441
16866,2,11,98,0,13604.31,217.8670218,7.441
16867,2,11,1,0,23923.11,217.8670218,7.441
16869,2,11,9,0,30078.27,217.8670218,7.441
16870,2,11,38,0,84017.98,217.8670218,7.441
16872,2,11,49,0,12891.0,217.8670218,7.441
16873,2,11,74,0,14190.41,217.8670218,7.441
16875,2,11,92,0,204812.37,217.8670218,7.441
16876,2,11,81,0,31136.36,217.8670218,7.441
16878,2,11,3,0,11235.57,217.8670218,7.441
16881,2,11,93,0,83466.8,217.8670218,7.441
16885,2,11,91,0,83365.1,217.8670218,7.441
16888,2,11,23,0,25253.1,217.8670218,7.441
16889,2,11,10,0,35556.45,217.8670218,7.441
16891,2,11,2,0,61442.83,217.8670218,7.441
16892,2,11,4,0,47936.9,217.8670218,7.441
16893,2,11,22,0,11046.93,217.8670218,7.441
16894,2,11,7,0,53880.94,217.8670218,7.441
16895,2,11,95,0,135961.16,217.8670218,7.441
16896,2,11,32,0,10775.96,217.8670218,7.441
16898,2,11,18,0,18648.9,217.8670218,7.441
16899,2,11,79,0,29367.56,217.8670218,7.441
16905,2,11,94,0,63796.24,217.8670218,7.441
16907,2,11,87,0,25753.2,217.8670218,7.441
16908,2,11,34,0,12785.33,217.8670218,7.441
16910,2,11,82,0,21930.35,217.8670218,7.441
16913,2,11,46,0,28359.14,217.8670218,7.441
16917,2,11,13,0,41830.69,217.8670218,7.441
16918,2,11,96,0,30050.53,217.8670218,7.441
16920,2,11,80,0,26518.77,217.8670218,7.441
16921,2,11,17,0,13481.43,217.8670218,7.441
16922,2,11,72,0,61502.29,217.8670218,7.441
16923,2,11,14,0,25460.97,217.8670218,7.441
16925,2,11,97,0,41669.68,217.8670218,7.441
16926,2,11,5,1,102614.71,218.1130269,7.441
16927,2,11,90,1,131612.61,218.1130269,7.441
16928,2,11,9,1,54610.62,218.1130269,7.441
16931,2,11,55,1,37174.41,218.1130269,7.441
16932,2,11,40,1,69479.79,218.1130269,7.441
16934,2,11,3,1,12113.22,218.1130269,7.441
16935,2,11,25,1,17623.65,218.1130269,7.441
16936,2,11,2,1,64808.41,218.1130269,7.441
16939,2,11,18,1,50925.45,218.1130269,7.441
16940,2,11,74,1,26892.11,218.1130269,7.441
16941,2,11,21,1,12030.12,218.1130269,7.441
16942,2,11,87,1,31874.88,218.1130269,7.441
16945,2,11,98,1,20870.45,218.1130269,7.441
16946,2,11,8,1,56437.28,218.1130269,7.441
16948,2,11,58,1,37631.0,218.1130269,7.441
16949,2,11,26,1,15642.36,218.1130269,7.441
16951,2,11,92,1,238066.17,218.1130269,7.441
16953,2,11,93,1,88617.19,218.1130269,7.441
16955,2,11,32,1,14477.16,218.1130269,7.441
16956,2,11,23,1,37493.36,218.1130269,7.441
16957,2,11,81,1,32479.38,218.1130269,7.441
16958,2,11,38,1,63560.48,218.1130269,7.441
16959,2,11,11,1,26977.29,218.1130269,7.441
16960,2,11,6,1,21410.28,218.1130269,7.441
16962,2,11,44,1,11621.86,218.1130269,7.441
16963,2,11,82,1,28812.86,218.1130269,7.441
16966,2,11,72,1,263558.03,218.1130269,7.441
16967,2,11,1,1,25542.74,218.1130269,7.441
16970,2,11,10,1,41665.58,218.1130269,7.441
16971,2,11,7,1,125080.78,218.1130269,7.441
16975,2,11,13,1,45221.05,218.1130269,7.441
16977,2,11,49,1,12264.27,218.1130269,7.441
16978,2,11,79,1,31430.7,218.1130269,7.441
16979,2,11,34,1,18976.89,218.1130269,7.441
16980,2,11,46,1,31715.55,218.1130269,7.441
16982,2,11,94,1,75560.87,218.1130269,7.441
16983,2,11,17,1,23668.23,218.1130269,7.441
16985,2,11,91,1,77606.71,218.1130269,7.441
16986,2,11,4,1,60792.11,218.1130269,7.441
16988,2,11,22,1,26993.34,218.1130269,7.441
16989,2,11,95,1,138040.18,218.1130269,7.441
16991,2,11,80,1,23896.69,218.1130269,7.441
16993,2,11,33,1,12888.99,218.1130269,7.441
16994,2,11,24,1,14529.15,218.1130269,7.441
16995,2,11,96,1,41807.06,218.1130269,7.441
16996,2,11,97,1,36479.75,218.1130269,7.441
16998,2,11,14,1,63334.0,218.1130269,7.441
16999,2,12,90,0,93593.93,218.3590319,7.441
17000,2,12,40,0,77967.74,218.3590319,7.441
17001,2,12,25,0,15445.98,218.3590319,7.441
17003,2,12,74,0,13406.63,218.3590319,7.441
17006,2,12,3,0,15569.24,218.3590319,7.441
17008,2,12,5,0,34868.24,218.3590319,7.441
17011,2,12,18,0,71401.56,218.3590319,7.441
17012,2,12,26,0,11870.34,218.3590319,7.441
17014,2,12,55,0,17465.27,218.3590319,7.441
17015,2,12,34,0,18398.11,218.3590319,7.441
17017,2,12,2,0,60333.21,218.3590319,7.441
17020,2,12,58,0,34162.5,218.3590319,7.441
17021,2,12,38,0,94483.66,218.3590319,7.441
17022,2,12,92,0,154526.64,218.3590319,7.441
17024,2,12,93,0,57618.49,218.3590319,7.441
17026,2,12,98,0,12097.45,218.3590319,7.441
17027,2,12,81,0,27636.48,218.3590319,7.441
17029,2,12,23,0,35300.5,218.3590319,7.441
17030,2,12,1,0,29959.08,218.3590319,7.441
17033,2,12,82,0,30327.26,218.3590319,7.441
17034,2,12,72,0,68870.18,218.3590319,7.441
17035,2,12,91,0,67725.5,218.3590319,7.441
17037,2,12,49,0,12562.69,218.3590319,7.441
17038,2,12,32,0,12792.24,218.3590319,7.441
17039,2,12,96,0,26607.43,218.3590319,7.441
17040,2,12,24,0,10526.0,218.3590319,7.441
17042,2,12,8,0,56405.4,218.3590319,7.441
17043,2,12,44,0,10762.27,218.3590319,7.441
17046,2,12,17,0,15765.36,218.3590319,7.441
17047,2,12,13,0,41985.3,218.3590319,7.441
17049,2,12,94,0,53070.4,218.3590319,7.441
17051,2,12,11,0,32380.26,218.3590319,7.441
17052,2,12,22,0,16016.91,218.3590319,7.441
17053,2,12,79,0,34768.28,218.3590319,7.441
17055,2,12,7,0,75221.22,218.3590319,7.441
17057,2,12,97,0,34999.01,218.3590319,7.441
17058,2,12,4,0,44295.08,218.3590319,7.441
17059,2,12,80,0,22451.37,218.3590319,7.441
17060,2,12,10,0,39676.61,218.3590319,7.441
17062,2,12,9,0,28887.97,218.3590319,7.441
17065,2,12,14,0,26538.9,218.3590319,7.441
17066,2,12,46,0,31002.47,218.3590319,7.441
17067,2,12,87,0,29769.7,218.3590319,7.441
17068,2,12,33,0,11130.44,218.3590319,7.441
17069,2,12,95,0,123437.63,218.3590319,7.441
17070,2,12,90,0,108525.76,218.605037,7.441
17071,2,12,74,0,12765.68,218.605037,7.441
17073,2,12,81,0,30740.3,218.605037,7.441
17075,2,12,58,0,33703.5,218.605037,7.441
17076,2,12,23,0,55473.53,218.605037,7.441
17077,2,12,3,0,16138.7,218.605037,7.441
17082,2,12,25,0,24058.76,218.605037,7.441
17083,2,12,40,0,77914.16,218.605037,7.441
17084,2,12,49,0,12547.73,218.605037,7.441
17088,2,12,2,0,66160.47,218.605037,7.441
17091,2,12,26,0,17785.07,218.605037,7.441
17092,2,12,38,0,90443.37,218.605037,7.441
17093,2,12,55,0,21435.01,218.605037,7.441
17094,2,12,21,0,11415.99,218.605037,7.441
17095,2,12,34,0,23311.84,218.605037,7.441
17096,2,12,82,0,39165.75,218.605037,7.441
17097,2,12,9,0,34065.44,218.605037,7.441
17098,2,12,91,0,84178.01,218.605037,7.441
17099,2,12,18,0,56172.54,218.605037,7.441
17101,2,12,72,0,88936.7,218.605037,7.441
17102,2,12,96,0,28257.9,218.605037,7.441
17103,2,12,1,0,43639.97,218.605037,7.441
17105,2,12,5,0,51509.07,218.605037,7.441
17108,2,12,98,0,17641.47,218.605037,7.441
17109,2,12,11,0,37622.16,218.605037,7.441
17111,2,12,92,0,195953.72,218.605037,7.441
17112,2,12,94,0,57458.09,218.605037,7.441
17113,2,12,29,0,12149.61,218.605037,7.441
17114,2,12,79,0,34789.8,218.605037,7.441
17115,2,12,22,0,18218.17,218.605037,7.441
17117,2,12,80,0,25793.95,218.605037,7.441
17119,2,12,13,0,41300.96,218.605037,7.441
17120,2,12,93,0,76763.07,218.605037,7.441
17122,2,12,24,0,26097.66,218.605037,7.441
17123,2,12,14,0,33026.41,218.605037,7.441
17124,2,12,97,0,42130.52,218.605037,7.441
17125,2,12,17,0,18441.24,218.605037,7.441
17126,2,12,67,0,12368.29,218.605037,7.441
17128,2,12,32,0,15556.68,218.605037,7.441
17130,2,12,6,0,10249.8,218.605037,7.441
17133,2,12,4,0,44697.01,218.605037,7.441
17134,2,12,10,0,40384.43,218.605037,7.441
17135,2,12,46,0,38013.58,218.605037,7.441
17136,2,12,44,0,11667.52,218.605037,7.441
17137,2,12,95,0,137144.49,218.605037,7.441
17138,2,12,8,0,60262.21,218.605037,7.441
17139,2,12,33,0,23854.41,218.605037,7.441
17140,2,12,87,0,28271.15,218.605037,7.441
17141,2,12,7,0,105859.41,218.605037,7.441
17143,2,12,81,0,30577.05,218.8217928,7.441
17144,2,12,23,0,49105.99,218.8217928,7.441
17145,2,12,40,0,79194.43,218.8217928,7.441
17148,2,12,26,0,14195.06,218.8217928,7.441
17152,2,12,25,0,21668.16,218.8217928,7.441
17153,2,12,74,0,15329.42,218.8217928,7.441
17157,2,12,90,0,114809.08,218.8217928,7.441
17158,2,12,1,0,63109.72,218.8217928,7.441
17161,2,12,5,0,65588.98,218.8217928,7.441
17162,2,12,38,0,82400.1,218.8217928,7.441
17163,2,12,3,0,18683.18,218.8217928,7.441
17164,2,12,79,0,28993.31,218.8217928,7.441
17165,2,12,21,0,14811.89,218.8217928,7.441
17166,2,12,49,0,10125.82,218.8217928,7.441
17168,2,12,58,0,33704.0,218.8217928,7.441
17169,2,12,9,0,40147.55,218.8217928,7.441
17170,2,12,93,0,77695.8,218.8217928,7.441
17171,2,12,18,0,50865.48,218.8217928,7.441
17172,2,12,92,0,204934.97,218.8217928,7.441
17173,2,12,13,0,39745.11,218.8217928,7.441
17174,2,12,32,0,23953.0,218.8217928,7.441
17175,2,12,96,0,31146.46,218.8217928,7.441
17176,2,12,34,0,19144.66,218.8217928,7.441
17177,2,12,11,0,27445.32,218.8217928,7.441
17178,2,12,91,0,81981.41,218.8217928,7.441
17179,2,12,22,0,20351.91,218.8217928,7.441
17180,2,12,98,0,21115.49,218.8217928,7.441
17181,2,12,55,0,28348.53,218.8217928,7.441
17182,2,12,94,0,62040.83,218.8217928,7.441
17185,2,12,80,0,28985.11,218.8217928,7.441
17186,2,12,10,0,34525.95,218.8217928,7.441
17187,2,12,67,0,18860.77,218.8217928,7.441
17188,2,12,82,0,60761.25,218.8217928,7.441
17189,2,12,4,0,47834.96,218.8217928,7.441
17192,2,12,97,0,41373.23,218.8217928,7.441
17195,2,12,7,0,138188.63,218.8217928,7.441
17197,2,12,6,0,10377.16,218.8217928,7.441
17198,2,12,24,0,14642.07,218.8217928,7.441
17202,2,12,72,0,100242.46,218.8217928,7.441
17203,2,12,29,0,12831.95,218.8217928,7.441
17204,2,12,2,0,73364.19,218.8217928,7.441
17205,2,12,44,0,12318.47,218.8217928,7.441
17206,2,12,33,0,15695.93,218.8217928,7.441
17207,2,12,14,0,40104.81,218.8217928,7.441
17208,2,12,17,0,21383.78,218.8217928,7.441
17209,2,12,87,0,28051.9,218.8217928,7.441
17210,2,12,8,0,61554.57,218.8217928,7.441
17212,2,12,46,0,51210.54,218.8217928,7.441
17213,2,12,95,0,144507.2,218.8217928,7.441
17216,2,12,74,0,22031.62,218.9995495,7.441
17217,2,12,23,0,82601.72,218.9995495,7.441
17219,2,12,34,0,25751.23,218.9995495,7.441
17220,2,12,1,0,75779.45,218.9995495,7.441
17221,2,12,3,0,21480.34,218.9995495,7.441
17223,2,12,38,0,77123.72,218.9995495,7.441
17224,2,12,55,0,55920.25,218.9995495,7.441
17225,2,12,81,0,35105.09,218.9995495,7.441
17226,2,12,26,0,18128.64,218.9995495,7.441
17228,2,12,58,0,43696.5,218.9995495,7.441
17232,2,12,25,0,26814.72,218.9995495,7.441
17233,2,12,32,0,48392.45,218.9995495,7.441
17234,2,12,91,0,90220.63,218.9995495,7.441
17237,2,12,5,0,106536.9,218.9995495,7.441
17239,2,12,40,0,84750.87,218.9995495,7.441
17240,2,12,71,0,10342.82,218.9995495,7.441
17241,2,12,21,0,15774.84,218.9995495,7.441
